id,battery,status_id,longitude,latitude,price_id,running,speed,station_id
97,100,1,16.54636790,59.61109920,1,0,0,17
98,100,1,16.54636790,59.61109920,1,0,0,18
99,100,1,16.54636790,59.61109920,1,0,0,19
100,100,1,16.54636790,59.61109920,1,0,0,20
101,100,1,15.21511810,59.27472870,1,0,0,21
102,100,1,15.21511810,59.27472870,1,0,0,22
103,100,1,15.21511810,59.27472870,1,0,0,23
104,100,1,15.21511810,59.27472870,1,0,0,24
105,100,1,15.62452520,58.40981350,1,0,0,25
106,100,1,15.62452520,58.40981350,1,0,0,26
107,100,1,15.62452520,58.40981350,1,0,0,27
108,100,1,15.62452520,58.40981350,1,0,0,28
109,100,1,12.7037060,56.04420980,1,0,0,29
110,100,1,12.7037060,56.04420980,1,0,0,30
111,100,1,12.7037060,56.04420980,1,0,0,31
112,100,1,12.7037060,56.04420980,1,0,0,32
113,100,1,14.1657190,57.78256340,1,0,0,33
114,100,1,14.1657190,57.78256340,1,0,0,34
115,100,1,14.1657190,57.78256340,1,0,0,35
116,100,1,14.1657190,57.78256340,1,0,0,36
117,100,1,16.19035110,58.59091240,1,0,0,37
118,100,1,16.19035110,58.59091240,1,0,0,38
119,100,1,16.19035110,58.59091240,1,0,0,39
120,100,1,16.19035110,58.59091240,1,0,0,40
121,100,1,18.07109350,59.32511720,1,0,0,1
122,100,1,18.07109350,59.32511720,1,0,0,2
123,100,1,18.07109350,59.32511720,1,0,0,3
124,100,1,18.07109350,59.32511720,1,0,0,4
125,100,1,11.96701710,57.70723260,1,0,0,5
126,100,1,11.96701710,57.70723260,1,0,0,6
127,100,1,11.96701710,57.70723260,1,0,0,7
128,100,1,11.96701710,57.70723260,1,0,0,8
129,100,1,13.00015660,55.60529310,1,0,0,9
130,100,1,13.00015660,55.60529310,1,0,0,10
131,100,1,13.00015660,55.60529310,1,0,0,11
132,100,1,13.00015660,55.60529310,1,0,0,12
133,100,1,17.63874360,59.85861260,1,0,0,13
134,100,1,17.63874360,59.85861260,1,0,0,14
135,100,1,17.63874360,59.85861260,1,0,0,15
136,100,1,17.63874360,59.85861260,1,0,0,16
137,100,1,16.54636790,59.61109920,1,0,0,17
138,100,1,16.54636790,59.61109920,1,0,0,18
139,100,1,16.54636790,59.61109920,1,0,0,19
140,100,1,16.54636790,59.61109920,1,0,0,20
141,100,1,15.21511810,59.27472870,1,0,0,21
142,100,1,15.21511810,59.27472870,1,0,0,22
143,100,1,15.21511810,59.27472870,1,0,0,23
144,100,1,15.21511810,59.27472870,1,0,0,24
145,100,1,15.62452520,58.40981350,1,0,0,25
146,100,1,15.62452520,58.40981350,1,0,0,26
147,100,1,15.62452520,58.40981350,1,0,0,27
148,100,1,15.62452520,58.40981350,1,0,0,28
149,100,1,12.7037060,56.04420980,1,0,0,29
150,100,1,12.7037060,56.04420980,1,0,0,30
151,100,1,12.7037060,56.04420980,1,0,0,31
152,100,1,12.7037060,56.04420980,1,0,0,32
153,100,1,14.1657190,57.78256340,1,0,0,33
154,100,1,14.1657190,57.78256340,1,0,0,34
155,100,1,14.1657190,57.78256340,1,0,0,35
156,100,1,14.1657190,57.78256340,1,0,0,36
157,100,1,16.19035110,58.59091240,1,0,0,37
158,100,1,16.19035110,58.59091240,1,0,0,38
159,100,1,16.19035110,58.59091240,1,0,0,39
160,100,1,16.19035110,58.59091240,1,0,0,40
161,100,1,18.07109350,59.32511720,1,0,0,1
162,100,1,18.07109350,59.32511720,1,0,0,2
163,100,1,18.07109350,59.32511720,1,0,0,3
164,100,1,18.07109350,59.32511720,1,0,0,4
165,100,1,11.96701710,57.70723260,1,0,0,5
166,100,1,11.96701710,57.70723260,1,0,0,6
167,100,1,11.96701710,57.70723260,1,0,0,7
168,100,1,11.96701710,57.70723260,1,0,0,8
169,100,1,13.00015660,55.60529310,1,0,0,9
170,100,1,13.00015660,55.60529310,1,0,0,10
171,100,1,13.00015660,55.60529310,1,0,0,11
172,100,1,13.00015660,55.60529310,1,0,0,12
173,100,1,17.63874360,59.85861260,1,0,0,13
174,100,1,17.63874360,59.85861260,1,0,0,14
175,100,1,17.63874360,59.85861260,1,0,0,15
176,100,1,17.63874360,59.85861260,1,0,0,16
177,100,1,16.54636790,59.61109920,1,0,0,17
178,100,1,16.54636790,59.61109920,1,0,0,18
179,100,1,16.54636790,59.61109920,1,0,0,19
180,100,1,16.54636790,59.61109920,1,0,0,20
181,100,1,15.21511810,59.27472870,1,0,0,21
182,100,1,15.21511810,59.27472870,1,0,0,22
183,100,1,15.21511810,59.27472870,1,0,0,23
184,100,1,15.21511810,59.27472870,1,0,0,24
185,100,1,15.62452520,58.40981350,1,0,0,25
186,100,1,15.62452520,58.40981350,1,0,0,26
187,100,1,15.62452520,58.40981350,1,0,0,27
188,100,1,15.62452520,58.40981350,1,0,0,28
189,100,1,12.7037060,56.04420980,1,0,0,29
190,100,1,12.7037060,56.04420980,1,0,0,30
191,100,1,12.7037060,56.04420980,1,0,0,31
192,100,1,12.7037060,56.04420980,1,0,0,32
193,100,1,14.1657190,57.78256340,1,0,0,33
194,100,1,14.1657190,57.78256340,1,0,0,34
195,100,1,14.1657190,57.78256340,1,0,0,35
196,100,1,14.1657190,57.78256340,1,0,0,36
197,100,1,16.19035110,58.59091240,1,0,0,37
198,100,1,16.19035110,58.59091240,1,0,0,38
199,100,1,16.19035110,58.59091240,1,0,0,39
200,100,1,16.19035110,58.59091240,1,0,0,40
201,100,1,18.07109350,59.32511720,1,0,0,1
202,100,1,18.07109350,59.32511720,1,0,0,2
203,100,1,18.07109350,59.32511720,1,0,0,3
204,100,1,18.07109350,59.32511720,1,0,0,4
205,100,1,11.96701710,57.70723260,1,0,0,5
206,100,1,11.96701710,57.70723260,1,0,0,6
207,100,1,11.96701710,57.70723260,1,0,0,7
208,100,1,11.96701710,57.70723260,1,0,0,8
209,100,1,13.00015660,55.60529310,1,0,0,9
210,100,1,13.00015660,55.60529310,1,0,0,10
211,100,1,13.00015660,55.60529310,1,0,0,11
212,100,1,13.00015660,55.60529310,1,0,0,12
213,100,1,17.63874360,59.85861260,1,0,0,13
214,100,1,17.63874360,59.85861260,1,0,0,14
215,100,1,17.63874360,59.85861260,1,0,0,15
216,100,1,17.63874360,59.85861260,1,0,0,16
217,100,1,16.54636790,59.61109920,1,0,0,17
218,100,1,16.54636790,59.61109920,1,0,0,18
219,100,1,16.54636790,59.61109920,1,0,0,19
220,100,1,16.54636790,59.61109920,1,0,0,20
221,100,1,15.21511810,59.27472870,1,0,0,21
222,100,1,15.21511810,59.27472870,1,0,0,22
223,100,1,15.21511810,59.27472870,1,0,0,23
224,100,1,15.21511810,59.27472870,1,0,0,24
225,100,1,15.62452520,58.40981350,1,0,0,25
226,100,1,15.62452520,58.40981350,1,0,0,26
227,100,1,15.62452520,58.40981350,1,0,0,27
228,100,1,15.62452520,58.40981350,1,0,0,28
229,100,1,12.7037060,56.04420980,1,0,0,29
230,100,1,12.7037060,56.04420980,1,0,0,30
231,100,1,12.7037060,56.04420980,1,0,0,31
232,100,1,12.7037060,56.04420980,1,0,0,32
233,100,1,14.1657190,57.78256340,1,0,0,33
234,100,1,14.1657190,57.78256340,1,0,0,34
235,100,1,14.1657190,57.78256340,1,0,0,35
236,100,1,14.1657190,57.78256340,1,0,0,36
237,100,1,16.19035110,58.59091240,1,0,0,37
238,100,1,16.19035110,58.59091240,1,0,0,38
239,100,1,16.19035110,58.59091240,1,0,0,39
240,100,1,16.19035110,58.59091240,1,0,0,40
241,100,1,18.07109350,59.32511720,1,0,0,1
242,100,1,18.07109350,59.32511720,1,0,0,2
243,100,1,18.07109350,59.32511720,1,0,0,3
244,100,1,18.07109350,59.32511720,1,0,0,4
245,100,1,11.96701710,57.70723260,1,0,0,5
246,100,1,11.96701710,57.70723260,1,0,0,6
247,100,1,11.96701710,57.70723260,1,0,0,7
248,100,1,11.96701710,57.70723260,1,0,0,8
249,100,1,13.00015660,55.60529310,1,0,0,9
250,100,1,13.00015660,55.60529310,1,0,0,10
251,100,1,13.00015660,55.60529310,1,0,0,11
252,100,1,13.00015660,55.60529310,1,0,0,12
253,100,1,17.63874360,59.85861260,1,0,0,13
254,100,1,17.63874360,59.85861260,1,0,0,14
255,100,1,17.63874360,59.85861260,1,0,0,15
256,100,1,17.63874360,59.85861260,1,0,0,16
257,100,1,16.54636790,59.61109920,1,0,0,17
258,100,1,16.54636790,59.61109920,1,0,0,18
259,100,1,16.54636790,59.61109920,1,0,0,19
260,100,1,16.54636790,59.61109920,1,0,0,20
261,100,1,15.21511810,59.27472870,1,0,0,21
262,100,1,15.21511810,59.27472870,1,0,0,22
263,100,1,15.21511810,59.27472870,1,0,0,23
264,100,1,15.21511810,59.27472870,1,0,0,24
265,100,1,15.62452520,58.40981350,1,0,0,25
266,100,1,15.62452520,58.40981350,1,0,0,26
267,100,1,15.62452520,58.40981350,1,0,0,27
268,100,1,15.62452520,58.40981350,1,0,0,28
269,100,1,12.7037060,56.04420980,1,0,0,29
270,100,1,12.7037060,56.04420980,1,0,0,30
271,100,1,12.7037060,56.04420980,1,0,0,31
272,100,1,12.7037060,56.04420980,1,0,0,32
273,100,1,14.1657190,57.78256340,1,0,0,33
274,100,1,14.1657190,57.78256340,1,0,0,34
275,100,1,14.1657190,57.78256340,1,0,0,35
276,100,1,14.1657190,57.78256340,1,0,0,36
277,100,1,16.19035110,58.59091240,1,0,0,37
278,100,1,16.19035110,58.59091240,1,0,0,38
279,100,1,16.19035110,58.59091240,1,0,0,39
280,100,1,16.19035110,58.59091240,1,0,0,40
281,100,1,18.07109350,59.32511720,1,0,0,1
282,100,1,18.07109350,59.32511720,1,0,0,2
283,100,1,18.07109350,59.32511720,1,0,0,3
284,100,1,18.07109350,59.32511720,1,0,0,4
285,100,1,11.96701710,57.70723260,1,0,0,5
286,100,1,11.96701710,57.70723260,1,0,0,6
287,100,1,11.96701710,57.70723260,1,0,0,7
288,100,1,11.96701710,57.70723260,1,0,0,8
289,100,1,13.00015660,55.60529310,1,0,0,9
290,100,1,13.00015660,55.60529310,1,0,0,10
291,100,1,13.00015660,55.60529310,1,0,0,11
292,100,1,13.00015660,55.60529310,1,0,0,12
293,100,1,17.63874360,59.85861260,1,0,0,13
294,100,1,17.63874360,59.85861260,1,0,0,14
295,100,1,17.63874360,59.85861260,1,0,0,15
296,100,1,17.63874360,59.85861260,1,0,0,16
297,100,1,16.54636790,59.61109920,1,0,0,17
298,100,1,16.54636790,59.61109920,1,0,0,18
299,100,1,16.54636790,59.61109920,1,0,0,19
300,100,1,16.54636790,59.61109920,1,0,0,20
301,100,1,15.21511810,59.27472870,1,0,0,21
302,100,1,15.21511810,59.27472870,1,0,0,22
303,100,1,15.21511810,59.27472870,1,0,0,23
304,100,1,15.21511810,59.27472870,1,0,0,24
305,100,1,15.62452520,58.40981350,1,0,0,25
306,100,1,15.62452520,58.40981350,1,0,0,26
307,100,1,15.62452520,58.40981350,1,0,0,27
308,100,1,15.62452520,58.40981350,1,0,0,28
309,100,1,12.7037060,56.04420980,1,0,0,29
310,100,1,12.7037060,56.04420980,1,0,0,30
311,100,1,12.7037060,56.04420980,1,0,0,31
312,100,1,12.7037060,56.04420980,1,0,0,32
313,100,1,14.1657190,57.78256340,1,0,0,33
314,100,1,14.1657190,57.78256340,1,0,0,34
315,100,1,14.1657190,57.78256340,1,0,0,35
316,100,1,14.1657190,57.78256340,1,0,0,36
317,100,1,16.19035110,58.59091240,1,0,0,37
318,100,1,16.19035110,58.59091240,1,0,0,38
319,100,1,16.19035110,58.59091240,1,0,0,39
320,100,1,16.19035110,58.59091240,1,0,0,40
321,100,1,18.07109350,59.32511720,1,0,0,1
322,100,1,18.07109350,59.32511720,1,0,0,2
323,100,1,18.07109350,59.32511720,1,0,0,3
324,100,1,18.07109350,59.32511720,1,0,0,4
325,100,1,11.96701710,57.70723260,1,0,0,5
326,100,1,11.96701710,57.70723260,1,0,0,6
327,100,1,11.96701710,57.70723260,1,0,0,7
328,100,1,11.96701710,57.70723260,1,0,0,8
329,100,1,13.00015660,55.60529310,1,0,0,9
330,100,1,13.00015660,55.60529310,1,0,0,10
331,100,1,13.00015660,55.60529310,1,0,0,11
332,100,1,13.00015660,55.60529310,1,0,0,12
333,100,1,17.63874360,59.85861260,1,0,0,13
334,100,1,17.63874360,59.85861260,1,0,0,14
335,100,1,17.63874360,59.85861260,1,0,0,15
336,100,1,17.63874360,59.85861260,1,0,0,16
337,100,1,16.54636790,59.61109920,1,0,0,17
338,100,1,16.54636790,59.61109920,1,0,0,18
339,100,1,16.54636790,59.61109920,1,0,0,19
340,100,1,16.54636790,59.61109920,1,0,0,20
341,100,1,15.21511810,59.27472870,1,0,0,21
342,100,1,15.21511810,59.27472870,1,0,0,22
343,100,1,15.21511810,59.27472870,1,0,0,23
344,100,1,15.21511810,59.27472870,1,0,0,24
345,100,1,15.62452520,58.40981350,1,0,0,25
346,100,1,15.62452520,58.40981350,1,0,0,26
347,100,1,15.62452520,58.40981350,1,0,0,27
348,100,1,15.62452520,58.40981350,1,0,0,28
349,100,1,12.7037060,56.04420980,1,0,0,29
350,100,1,12.7037060,56.04420980,1,0,0,30
351,100,1,12.7037060,56.04420980,1,0,0,31
352,100,1,12.7037060,56.04420980,1,0,0,32
353,100,1,14.1657190,57.78256340,1,0,0,33
354,100,1,14.1657190,57.78256340,1,0,0,34
355,100,1,14.1657190,57.78256340,1,0,0,35
356,100,1,14.1657190,57.78256340,1,0,0,36
357,100,1,16.19035110,58.59091240,1,0,0,37
358,100,1,16.19035110,58.59091240,1,0,0,38
359,100,1,16.19035110,58.59091240,1,0,0,39
360,100,1,16.19035110,58.59091240,1,0,0,40
361,100,1,18.07109350,59.32511720,1,0,0,1
362,100,1,18.07109350,59.32511720,1,0,0,2
363,100,1,18.07109350,59.32511720,1,0,0,3
364,100,1,18.07109350,59.32511720,1,0,0,4
365,100,1,11.96701710,57.70723260,1,0,0,5
366,100,1,11.96701710,57.70723260,1,0,0,6
367,100,1,11.96701710,57.70723260,1,0,0,7
368,100,1,11.96701710,57.70723260,1,0,0,8
369,100,1,13.00015660,55.60529310,1,0,0,9
370,100,1,13.00015660,55.60529310,1,0,0,10
371,100,1,13.00015660,55.60529310,1,0,0,11
372,100,1,13.00015660,55.60529310,1,0,0,12
373,100,1,17.63874360,59.85861260,1,0,0,13
374,100,1,17.63874360,59.85861260,1,0,0,14
375,100,1,17.63874360,59.85861260,1,0,0,15
376,100,1,17.63874360,59.85861260,1,0,0,16
377,100,1,16.54636790,59.61109920,1,0,0,17
378,100,1,16.54636790,59.61109920,1,0,0,18
379,100,1,16.54636790,59.61109920,1,0,0,19
380,100,1,16.54636790,59.61109920,1,0,0,20
381,100,1,15.21511810,59.27472870,1,0,0,21
382,100,1,15.21511810,59.27472870,1,0,0,22
383,100,1,15.21511810,59.27472870,1,0,0,23
384,100,1,15.21511810,59.27472870,1,0,0,24
385,100,1,15.62452520,58.40981350,1,0,0,25
386,100,1,15.62452520,58.40981350,1,0,0,26
387,100,1,15.62452520,58.40981350,1,0,0,27
388,100,1,15.62452520,58.40981350,1,0,0,28
389,100,1,12.7037060,56.04420980,1,0,0,29
390,100,1,12.7037060,56.04420980,1,0,0,30
391,100,1,12.7037060,56.04420980,1,0,0,31
392,100,1,12.7037060,56.04420980,1,0,0,32
393,100,1,14.1657190,57.78256340,1,0,0,33
394,100,1,14.1657190,57.78256340,1,0,0,34
395,100,1,14.1657190,57.78256340,1,0,0,35
396,100,1,14.1657190,57.78256340,1,0,0,36
397,100,1,16.19035110,58.59091240,1,0,0,37
398,100,1,16.19035110,58.59091240,1,0,0,38
399,100,1,16.19035110,58.59091240,1,0,0,39
400,100,1,16.19035110,58.59091240,1,0,0,40
401,100,1,18.07109350,59.32511720,1,0,0,1
402,100,1,18.07109350,59.32511720,1,0,0,2
403,100,1,18.07109350,59.32511720,1,0,0,3
404,100,1,18.07109350,59.32511720,1,0,0,4
405,100,1,11.96701710,57.70723260,1,0,0,5
406,100,1,11.96701710,57.70723260,1,0,0,6
407,100,1,11.96701710,57.70723260,1,0,0,7
408,100,1,11.96701710,57.70723260,1,0,0,8
409,100,1,13.00015660,55.60529310,1,0,0,9
410,100,1,13.00015660,55.60529310,1,0,0,10
411,100,1,13.00015660,55.60529310,1,0,0,11
412,100,1,13.00015660,55.60529310,1,0,0,12
413,100,1,17.63874360,59.85861260,1,0,0,13
414,100,1,17.63874360,59.85861260,1,0,0,14
415,100,1,17.63874360,59.85861260,1,0,0,15
416,100,1,17.63874360,59.85861260,1,0,0,16
417,100,1,16.54636790,59.61109920,1,0,0,17
418,100,1,16.54636790,59.61109920,1,0,0,18
419,100,1,16.54636790,59.61109920,1,0,0,19
420,100,1,16.54636790,59.61109920,1,0,0,20
421,100,1,15.21511810,59.27472870,1,0,0,21
422,100,1,15.21511810,59.27472870,1,0,0,22
423,100,1,15.21511810,59.27472870,1,0,0,23
424,100,1,15.21511810,59.27472870,1,0,0,24
425,100,1,15.62452520,58.40981350,1,0,0,25
426,100,1,15.62452520,58.40981350,1,0,0,26
427,100,1,15.62452520,58.40981350,1,0,0,27
428,100,1,15.62452520,58.40981350,1,0,0,28
429,100,1,12.7037060,56.04420980,1,0,0,29
430,100,1,12.7037060,56.04420980,1,0,0,30
431,100,1,12.7037060,56.04420980,1,0,0,31
432,100,1,12.7037060,56.04420980,1,0,0,32
433,100,1,14.1657190,57.78256340,1,0,0,33
434,100,1,14.1657190,57.78256340,1,0,0,34
435,100,1,14.1657190,57.78256340,1,0,0,35
436,100,1,14.1657190,57.78256340,1,0,0,36
437,100,1,16.19035110,58.59091240,1,0,0,37
438,100,1,16.19035110,58.59091240,1,0,0,38
439,100,1,16.19035110,58.59091240,1,0,0,39
440,100,1,16.19035110,58.59091240,1,0,0,40
441,100,1,18.07109350,59.32511720,1,0,0,1
442,100,1,18.07109350,59.32511720,1,0,0,2
443,100,1,18.07109350,59.32511720,1,0,0,3
444,100,1,18.07109350,59.32511720,1,0,0,4
445,100,1,11.96701710,57.70723260,1,0,0,5
446,100,1,11.96701710,57.70723260,1,0,0,6
447,100,1,11.96701710,57.70723260,1,0,0,7
448,100,1,11.96701710,57.70723260,1,0,0,8
449,100,1,13.00015660,55.60529310,1,0,0,9
450,100,1,13.00015660,55.60529310,1,0,0,10
451,100,1,13.00015660,55.60529310,1,0,0,11
452,100,1,13.00015660,55.60529310,1,0,0,12
453,100,1,17.63874360,59.85861260,1,0,0,13
454,100,1,17.63874360,59.85861260,1,0,0,14
455,100,1,17.63874360,59.85861260,1,0,0,15
456,100,1,17.63874360,59.85861260,1,0,0,16
457,100,1,16.54636790,59.61109920,1,0,0,17
458,100,1,16.54636790,59.61109920,1,0,0,18
459,100,1,16.54636790,59.61109920,1,0,0,19
460,100,1,16.54636790,59.61109920,1,0,0,20
461,100,1,15.21511810,59.27472870,1,0,0,21
462,100,1,15.21511810,59.27472870,1,0,0,22
463,100,1,15.21511810,59.27472870,1,0,0,23
464,100,1,15.21511810,59.27472870,1,0,0,24
465,100,1,15.62452520,58.40981350,1,0,0,25
466,100,1,15.62452520,58.40981350,1,0,0,26
467,100,1,15.62452520,58.40981350,1,0,0,27
468,100,1,15.62452520,58.40981350,1,0,0,28
469,100,1,12.7037060,56.04420980,1,0,0,29
470,100,1,12.7037060,56.04420980,1,0,0,30
471,100,1,12.7037060,56.04420980,1,0,0,31
472,100,1,12.7037060,56.04420980,1,0,0,32
473,100,1,14.1657190,57.78256340,1,0,0,33
474,100,1,14.1657190,57.78256340,1,0,0,34
475,100,1,14.1657190,57.78256340,1,0,0,35
476,100,1,14.1657190,57.78256340,1,0,0,36
477,100,1,16.19035110,58.59091240,1,0,0,37
478,100,1,16.19035110,58.59091240,1,0,0,38
479,100,1,16.19035110,58.59091240,1,0,0,39
480,100,1,16.19035110,58.59091240,1,0,0,40
481,100,1,18.07109350,59.32511720,1,0,0,1
482,100,1,18.07109350,59.32511720,1,0,0,2
483,100,1,18.07109350,59.32511720,1,0,0,3
484,100,1,18.07109350,59.32511720,1,0,0,4
485,100,1,11.96701710,57.70723260,1,0,0,5
486,100,1,11.96701710,57.70723260,1,0,0,6
487,100,1,11.96701710,57.70723260,1,0,0,7
488,100,1,11.96701710,57.70723260,1,0,0,8
489,100,1,13.00015660,55.60529310,1,0,0,9
490,100,1,13.00015660,55.60529310,1,0,0,10
491,100,1,13.00015660,55.60529310,1,0,0,11
492,100,1,13.00015660,55.60529310,1,0,0,12
493,100,1,17.63874360,59.85861260,1,0,0,13
494,100,1,17.63874360,59.85861260,1,0,0,14
495,100,1,17.63874360,59.85861260,1,0,0,15
496,100,1,17.63874360,59.85861260,1,0,0,16
497,100,1,16.54636790,59.61109920,1,0,0,17
498,100,1,16.54636790,59.61109920,1,0,0,18
499,100,1,16.54636790,59.61109920,1,0,0,19
500,100,1,16.54636790,59.61109920,1,0,0,20
501,100,1,15.21511810,59.27472870,1,0,0,21
502,100,1,15.21511810,59.27472870,1,0,0,22
503,100,1,15.21511810,59.27472870,1,0,0,23
504,100,1,15.21511810,59.27472870,1,0,0,24
505,100,1,15.62452520,58.40981350,1,0,0,25
506,100,1,15.62452520,58.40981350,1,0,0,26
507,100,1,15.62452520,58.40981350,1,0,0,27
508,100,1,15.62452520,58.40981350,1,0,0,28
509,100,1,12.7037060,56.04420980,1,0,0,29
510,100,1,12.7037060,56.04420980,1,0,0,30
511,100,1,12.7037060,56.04420980,1,0,0,31
512,100,1,12.7037060,56.04420980,1,0,0,32
513,100,1,14.1657190,57.78256340,1,0,0,33
514,100,1,14.1657190,57.78256340,1,0,0,34
515,100,1,14.1657190,57.78256340,1,0,0,35
516,100,1,14.1657190,57.78256340,1,0,0,36
517,100,1,16.19035110,58.59091240,1,0,0,37
518,100,1,16.19035110,58.59091240,1,0,0,38
519,100,1,16.19035110,58.59091240,1,0,0,39
520,100,1,16.19035110,58.59091240,1,0,0,40
521,100,1,18.07109350,59.32511720,1,0,0,1
522,100,1,18.07109350,59.32511720,1,0,0,2
523,100,1,18.07109350,59.32511720,1,0,0,3
524,100,1,18.07109350,59.32511720,1,0,0,4
525,100,1,11.96701710,57.70723260,1,0,0,5
526,100,1,11.96701710,57.70723260,1,0,0,6
527,100,1,11.96701710,57.70723260,1,0,0,7
528,100,1,11.96701710,57.70723260,1,0,0,8
529,100,1,13.00015660,55.60529310,1,0,0,9
530,100,1,13.00015660,55.60529310,1,0,0,10
531,100,1,13.00015660,55.60529310,1,0,0,11
532,100,1,13.00015660,55.60529310,1,0,0,12
533,100,1,17.63874360,59.85861260,1,0,0,13
534,100,1,17.63874360,59.85861260,1,0,0,14
535,100,1,17.63874360,59.85861260,1,0,0,15
536,100,1,17.63874360,59.85861260,1,0,0,16
